origin_msoa,E02003665,E02003676,E02003677,E02003678,E02003679,E02003680,E02003681,E02003682,E02003683,E02003685,E02003686,E02003687,E02003688,E02003689,E02003690,E02003692,E02003695,E02003708,E02003710,E02004845,E02004847,E02004848,E02004850,E02004852,E02004853,E02004854,E02004855,E02004861,E02004866,E02004867,E02004873,E02004874,E02004876,E02004877,E02004894,E02004896,E02004898,E02004899,E02004900,E02004901,E02004902,E02004903,E02004904,E02004905,E02004906,E02004907,E02004908,E02004922,E02004928,E02004935,E02004939,E02004942,E02004957,E02004958,E02004959,E02004960,E02004961,E02004962,E02004963,E02004964,E02004965,E02004966,E02004967,E02004968,E02004969,E02004970,E02004971,E02004972,E02004973,E02004974,E02004975,E02004976,E02004977,E02004978,E02004979,E02004991,E02004995
E02004959,0.0,37.11790393013101,443.7086390852204,393.37324989870797,1429.5007428082654,0.0,50.21834061135371,10.91703056768559,0.0,0.0,0.0,0.0,0.0,10.91703056768559,10.91703056768559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.240174672489083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.91703056768559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.31441048034935,22.940755413496603,0.6986899563318777,197.21915094764327,8.013100436681222,2136.5097015261335,5.240174672489083,920.1818754783235,1368.951830009454,1691.8404087696392,0.0,0.0,5.240174672489083,0.0,0.0,32.93184171431144,31.419213973799128,1038.0946742898302,197.52298203754557,163.71908341961912,40.8296943231441,182.87421780038716,0.0,0.0
E02004960,0.0,121.90158915950119,1659.4696799171656,1459.2265790302977,2947.755098365822,0.0,15.406968892090218,4.948453608247423,0.6597938144329897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.240174672489083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.91703056768559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.67856660514113,0.6986899563318777,0.0,629.0713546121641,3.7991266375545854,466.38905145635437,0.6986899563318777,58.34421284833206,153.57290775671905,205.11412236077973,0.0,0.0,0.0,0.0,0.0,10.91703056768559,5.240174672489083,423.4539233782019,49.61058839418359,15.428802953225588,10.480349344978166,10.91703056768559,0.0,0.0
E02004961,0.0,72.7772025390537,76.65781299239184,31.53558726871652,310.63791473461487,0.0,48.03493449781659,131.0043668122271,132.63404312789805,10.309278350515465,0.0,10.309278350515465,0.0,0.0,32.14333948588664,0.0,20.61855670103093,0.0,0.0,0.0,0.0,10.91703056768559,10.91703056768559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.91703056768559,0.0,10.91703056768559,0.0,0.0,10.91703056768559,10.309278350515465,0.0,0.0,0.0,0.0,20.37725656147301,0.0,10.91703056768559,0.0,20.647143564579302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.6207175978031,127.87916985549003,329.10831495070454,642.145815513438,35.13348039436366,1200.0921532435962,42.14667086841039,97.50938639535407,460.73502003331384,219.89645702966732,0.0,0.0,0.0,28.739701976320173,27.98338810606402,86.31612119029397,67.47332643046865,107.46783415117272,169.67622563363796,4.611758879935173,23.1690451537388,155.6689776257147,10.91703056768559,0.0
E02004962,0.0,51.793994507720704,111.71386125241975,139.13023904920541,364.50276864898933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.91703056768559,10.91703056768559,10.309278350515465,10.91703056768559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.91703056768559,0.0,0.0,10.91703056768559,10.91703056768559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.1886282807365,14.942286048710214,0.6597938144329897,86.24139017692343,4.746409760050421,775.2150542475127,0.6986899563318777,92.87421780038716,100.84608112366632,404.88952415252334,0.0,0.0,0.0,4.948453608247423,0.0,5.240174672489083,24.839283302570564,408.41736820780625,67.10264259667763,14.65065502183406,15.428802953225588,27.205240174672486,0.0,0.0
E02004963,0.0,10.91703056768559,10.91703056768559,10.309278350515465,21.83406113537118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.91703056768559,0.0,0.0,0.0,0.0,19.890829694323145,32.75109170305677,0.0,5.240174672489083,0.0,0.0,0.0,0.0,0.0,0.0,15.137081888983928,10.480349344978166,0.0,389.07509116283256,0.0,156.99000585242874,0.0,6.576824382118579,124.63714941700806,34.52361229910413,0.0,0.0,0.0,0.0,0.0,5.240174672489083,20.93886462882096,338.7163372799712,2.018277585197857,0.6986899563318777,2.6419213973799125,1.2663755458515282,0.0,0.0
E02004964,0.0,10.91703056768559,50.21834061135371,10.91703056768559,63.31877729257642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.948453608247423,0.0,17.503038761085854,0.0,34.271597713050916,1.231125917255661,0.0,5.240174672489083,26.200873362445414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.698689956331878,0.0,0.0,0.0,0.0,0.0,0.0
E02004965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.91703056768559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.91703056768559,0.0,0.0,0.0,0.0,10.91703056768559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.226308918201056,0.0,0.0,20.37725656147301,0.0,3.852338720569036,0.0,10.900958897942646,65.6471435645793,4.821545941565749,0.0,0.0,0.0,0.0,0.0,5.240174672489083,0.0,150.45063701436095,0.0,0.0,0.0,0.0,0.0,0.0
E02004966,0.0,64.28667897177328,393.616350785576,221.37036870301176,498.78449556565977,0.0,10.91703056768559,21.226308918201056,48.03493449781659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.017467248908297,0.0,10.309278350515465,10.91703056768559,0.0,0.0,10.91703056768559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.91703056768559,0.0,10.91703056768559,0.0,10.309278350515465,93.27871066492594,39.301310043668124,10.480349344978166,10.480349344978166,0.0,0.0,10.91703056768559,0.0,0.0,10.309278350515465,549.4150722549858,263.9651105208662,5.240174672489083,628.4996173411965,24.88767838653041,604.6337730158016,15.698689956331878,411.1184441543241,4288.435600774322,1771.1187142664205,10.480349344978166,10.480349344978166,4.948453608247423,87.36415612479179,47.67762121280332,121.70904425336515,301.09125286994106,4740.854094449196,892.4938549498041,472.66762706523207,152.24512672759195,167.17363705937964,0.0,0.0
E02004967,0.0,0.0,0.0,0.0,40.87696394003512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.91703056768559,18.842794759825324,0.0,66.71701256021248,0.0,29.312879845135733,10.91703056768559,0.0,438.6737496060865,35.314095349570074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.5824967361455,10.188628280736506,10.188628280736506,0.6986899563318777,0.0,0.0,0.0
E02004968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.948453608247423,0.0,0.0,0.0,0.0,0.0,0.0
E02004969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5979381443298969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E02004970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.602620087336243,0.0,0.0,5.240174672489083,0.0,0.0,0.0,0.0,5.240174672489083,0.0,0.0,0.0,0.6331877729257641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E02004971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.323144104803493,0.0,0.0,0.0,0.0,1.1958762886597938,0.0,0.6331877729257641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E02004972,0.0,0.0,0.0,0.0,10.91703056768559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.309278350515465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.188628280736506,0.0,0.0,0.0,0.6331877729257641,0.0,0.6331877729257641,0.0,0.0,0.0,0.6597938144329897,0.0,5.240174672489083,0.0,0.0,0.0
E02004973,0.0,0.0,0.0,0.0,0.0,0.0,10.91703056768559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.188628280736506,0.0,5.240174672489083,0.0,0.0,45.77814793139153,0.0,0.0,0.0,0.0,0.6331877729257641,0.6331877729257641,2.0087336244541483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E02004974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.240174672489083,15.428802953225588,0.0,42.634043127898074,0.0,20.938864628820962,0.0,0.0,62.52487282222122,0.0,0.0,0.0,0.0,0.0,0.0,0.6331877729257641,2.4975014631071892,1.231125917255661,0.6986899563318777,1.7030567685589522,0.0,0.0,0.0,0.0
E02004975,10.91703056768559,10.91703056768559,163.14770629811375,112.92936568676001,234.10615405393236,0.0,21.226308918201056,42.45261783640211,32.14333948588664,0.0,10.91703056768559,0.0,0.0,67.07783730248053,10.309278350515465,10.91703056768559,45.851528384279476,0.0,0.0,0.0,10.91703056768559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.309278350515465,0.0,0.0,0.0,10.309278350515465,0.0,0.0,0.0,0.0,10.91703056768559,0.0,21.83406113537118,0.0,0.0,4.948453608247423,5.240174672489083,0.0,0.0,0.0,0.0,0.0,0.0,95.02768648989331,298.1755278440553,10.480349344978166,137.43001845765994,53.11439247287625,540.9959032998695,0.0,327.9473731598613,2178.4233556926124,154.54103452932966,0.0,0.6986899563318777,0.0,2.057173727096745,0.0,1.3584837707648674,2.1397379912663754,45.21235312654751,4.267185882141089,3.760230495655697,11.80700490703642,104.67248908296943,0.0,10.91703056768559
E02004976,0.0,10.91703056768559,56.160806734794946,10.91703056768559,10.91703056768559,0.0,0.0,0.0,0.0,0.0,0.0,10.91703056768559,0.0,38.693557826498,21.226308918201056,0.0,10.91703056768559,0.0,0.0,10.91703056768559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.91703056768559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.240174672489083,0.0,0.0,0.0,0.0,0.0,0.0,10.480349344978166,88.36973844145321,0.0,153.1073695583667,5.240174672489083,14.844460451087201,0.0,29.323144104803493,844.5634538333409,61.65092513393058,0.0,0.0,0.0,0.0,0.0,0.6986899563318777,0.6986899563318777,9.791203349389995,5.117588799351731,0.0,0.0,0.0,0.0,0.0
E02004977,0.0,10.91703056768559,0.0,10.91703056768559,176.85589519650657,0.0,0.0,0.0,10.91703056768559,0.0,0.0,0.0,0.0,0.0,10.91703056768559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.91703056768559,5.240174672489083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.51528384279476,5.240174672489083,13.469950029262144,10.480349344978166,10.68162787556836,10.91703056768559,1.3973799126637554,463.5488677801288,15.428802953225588,0.0,0.0,0.0,0.0,0.0,0.0,0.6986899563318777,12.838427947598253,0.0,6.79502993742403,5.619772205465268,0.6331877729257641,0.0,0.0
E02004978,0.0,0.0,10.91703056768559,0.0,63.67892675460316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.91703056768559,0.0,0.0,0.0,0.0,0.0,0.0,10.309278350515465,0.0,0.0,33.59744293881961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.91703056768559,10.188628280736506,10.91703056768559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.033989105478774,85.53797325890244,5.240174672489083,39.197316886507906,20.66897762571467,55.25485076306667,0.0,74.30131004366812,126.47490208436503,47.44852113627155,0.0,0.0,0.0,0.0,0.0,0.0,1.3584837707648674,13.609462927114752,1.3584837707648674,3.466618646738396,23.872687165173545,1.3973799126637554,0.0,0.0
E02004979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.91703056768559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.91703056768559,0.0,10.480349344978166,0.0,0.0,55.96677621212803,0.0,6.217710349795165,0.0,1.3584837707648674,45.486426867149866,5.4025570611803895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.02183406113538,0.0,0.0,0.0,2.7376761355962724,0.0,0.0
E02006823,0.0,0.0,0.0,0.0,5.240174672489083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
